XP_015750125.1	Nidogen and related basement membrane protein proteins
XP_015770015.1	Glutathione S-transferase
XP_015756555.1	Glycine/serine hydroxymethyltransferase
XP_015779924.1	3'-5' exonuclease
XP_015756554.1	GDP-fucose protein O-fucosyltransferase
XP_015761277.1	RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit TFB4
XP_015772367.1	Phenylalanyl-tRNA synthetase
XP_015778249.1	G protein-coupled receptors
XP_015768008.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015747335.1	Prolyl 4-hydroxylase alpha subunit
XP_015768152.1	Transcription regulator dachshund, contains SKI/SNO domain
XP_015757174.1	Predicted transposase
XP_015767543.1	Alpha crystallins
XP_015768336.1	G protein signaling regulators
XP_015778442.1	ER-Golgi vesicle-tethering protein p115
XP_015752114.1	Protein kinase containing WD40 repeats
XP_015779918.1	Predicted E3 ubiquitin ligase
XP_015752032.1	Vesicular inhibitory amino acid transporter
XP_015752956.1	Armadillo repeat protein VAC8 required for vacuole fusion, inheritance and cytosol-to-vacuole protein targeting
XP_015774207.1	Collagens (type XV)
XP_015777544.1	Muscarinic acetylcholine receptor
XP_015752581.1	Serine proteinase inhibitor (KU family)
XP_015762261.1	TPR-containing nuclear phosphoprotein that regulates K(+) uptake
XP_015759790.1	Myosin class II heavy chain
XP_015759790.1	Extracellular matrix glycoprotein Laminin subunit beta
XP_015752041.1	Transcription factor NFAT, subunit NF45
XP_015753317.1	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes
XP_015764951.1	Cysteine proteinase Cathepsin L
XP_015760056.1	Transcription factor GT-2 and related proteins, contains trihelix DNA-binding/SANT domain
XP_015770588.1	Neural cell adhesion molecule L1
XP_015766695.1	Membrane trafficking protein, emp24/gp25L/p24 family
XP_015779842.1	ATP-dependent DNA helicase
XP_015769581.1	Karyopherin (importin) beta 1
XP_015762526.1	Cubilin, multiligand receptor mediating cobalamin absorption
XP_015771911.1	RhoA GTPase effector DIA/Diaphanous
XP_015759834.1	Histones H3 and H4
XP_015768942.1	HIV-1 Vpr-binding protein
XP_015752948.1	Serine/threonine protein kinase
XP_015767486.1	Alanine-glyoxylate aminotransferase AGT2
XP_015755585.1	DNA helicase PIF1/RRM3
XP_015780075.1	G protein-coupled receptor
XP_015756802.1	Phospholipase A2
XP_015772792.1	Thyroid hormone receptor-associated protein complex, subunit TRAP240
XP_015761393.1	Neurexin IV
XP_015749590.1	G protein-coupled receptor
XP_015762335.1	3-hydroxyanthranilate oxygenase HAAO
XP_015774835.1	Predicted G-alpha GTPase interaction protein, contains GoLoco domain
XP_015774835.1	Protein required for fusion of vesicles in vesicular transport, alpha-SNAP
XP_015769733.1	Molecular co-chaperone STI1
XP_015780112.1	Dimethylglycine dehydrogenase precursor
XP_015766850.1	T-type voltage-gated Ca2+ channel, pore-forming alpha1I subunit
XP_015777531.1	Vitronectin receptor, alpha subunit
XP_015760893.1	Ephrin, ligand for Eph receptor tyrosine kinase
XP_015779998.1	Ca2+-binding protein, EF-Hand protein superfamily
XP_015754913.1	Single-stranded DNA-binding replication protein A (RPA), large (70 kD) subunit and related ssDNA-binding proteins
XP_015764097.1	Apoptosis antagonizing transcription factor/protein transport protein
XP_015771905.1	Molecular chaperone Prefoldin, subunit 5
XP_015779160.1	CBF1-interacting corepressor CIR and related proteins
XP_015762148.1	Predicted E3 ubiquitin ligase
XP_015770465.1	Molecular chaperone (DnaJ superfamily)
XP_015772844.1	G protein-coupled receptor
XP_015758038.1	Netrin transmembrane receptor unc-5
XP_015776070.1	Glycosyltransferase
XP_015757054.1	Ras-like GTPase ERA
XP_015766706.1	Semaphorins
XP_015757059.1	Discoidin domain receptor DDR1
XP_015775319.1	Cyclophilin-related peptidyl-prolyl cis-trans isomerase
XP_015765223.1	PolyC-binding hnRNP-K protein HRB57A/hnRNP, contains KH domain
XP_015772875.1	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily
XP_015763160.1	Hismacro and SEC14 domain-containing proteins
XP_015770581.1	ATP-dependent DNA helicase
XP_015749226.1	Transcription factor NERF and related proteins, contain ETS domain
XP_015780412.1	Meprin A metalloprotease
XP_015750598.1	Muscarinic acetylcholine receptor
XP_015753981.1	Molecular chaperones GRP78/BiP/KAR2, HSP70 superfamily
XP_015769225.1	Ubiquinone biosynthesis methyltransferase COQ5
XP_015767642.1	Uncharacterized conserved protein, contains JmjC domain
XP_015749217.1	3-phosphoinositide-dependent protein kinase (PDK1)
XP_015761409.1	Ste20-like serine/threonine protein kinase
XP_015752810.1	Muscarinic acetylcholine receptor
XP_015780778.1	Neurexin IV
XP_015761738.1	Predicted G-alpha GTPase interaction protein, contains GoLoco domain
XP_015776782.1	HIV-1 Vpr-binding protein
XP_015754873.1	Dosage compensation complex, subunit MLE
XP_015770886.1	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily
XP_015775357.1	U4/U6-associated splicing factor PRP4
XP_015759479.1	Cadherin EGF LAG seven-pass G-type receptor
XP_015757378.1	Dynactin, subunit p62
XP_015768920.1	G protein-coupled receptors
XP_015751420.1	Small nuclear ribonucleoprotein F
XP_015757837.1	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases
XP_015763318.1	Protein tyrosine kinase
XP_015763436.1	Fucosyltransferase
XP_015778866.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015750816.1	Protein tyrosine phosphatase
XP_015762586.1	Receptor-activated Ca2+-permeable cation channels (STRPC family)
XP_015759749.1	Tight junction proteins
XP_015767442.1	G protein-coupled receptor
XP_015779939.1	TGFbeta receptor signaling protein SMAD and related proteins
XP_015758300.1	G protein-coupled receptor
XP_015748088.1	Molecular chaperones GRP78/BiP/KAR2, HSP70 superfamily
XP_015758776.1	Transcription factor HAND2/Transcription factor TAL1/TAL2/LYL1
XP_015768333.1	Soluble epoxide hydrolase
XP_015762369.1	Inward rectifier K+ channel
XP_015774851.1	Ankyrin
XP_015774851.1	GTPase-activating proteins of the GIT family
XP_015779442.1	Predicted E3 ubiquitin ligase
XP_015774071.1	Transcription factor GT-2 and related proteins, contains trihelix DNA-binding/SANT domain
XP_015770791.1	Monocarboxylate transporter
XP_015759026.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015772866.1	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily
XP_015750920.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015751986.1	Calmodulin and related proteins (EF-Hand superfamily)
XP_015754244.1	Muscarinic acetylcholine receptor
XP_015751622.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015774238.1	Myosin class II heavy chain
XP_015774567.1	Polypeptide release factor 3
XP_015757006.1	Cullins
XP_015768021.1	Netrin transmembrane receptor unc-5
XP_015780335.1	Collagens (type XV)
XP_015780335.1	Neural cell adhesion molecule L1
XP_015779212.1	Myosin class II heavy chain
XP_015768761.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015751123.1	Aryl-hydrocarbon receptor
XP_015778849.1	Protein tyrosine phosphatase Corkscrew and related SH2 domain enzymes
XP_015753781.1	Forkhead/HNF-3-related transcription factor
XP_015780771.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015747447.1	Beta tubulin
XP_015759621.1	NADH:ubiquinone oxidoreductase, NDUFA10/42kDa subunit
XP_015754977.1	Isocitrate lyase
XP_015748205.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015763415.1	Predicted glutathione S-transferase
XP_015769459.1	HIV-1 Vpr-binding protein
XP_015771756.1	Alpha-L-fucosidase
XP_015770883.1	Myosin class II heavy chain
XP_015770883.1	Extracellular matrix glycoprotein Laminin subunit beta
XP_015760851.1	Kinesin-like protein
XP_015755647.1	Protein tyrosine phosphatase
XP_015752989.1	Armadillo repeat protein VAC8 required for vacuole fusion, inheritance and cytosol-to-vacuole protein targeting
XP_015752791.1	Transcription factor NKX-5.1/HMX1, contains HOX domain
XP_015756340.1	Muscarinic acetylcholine receptor
XP_015773499.1	Predicted exonuclease
XP_015768470.1	M-phase inducer phosphatase
XP_015777939.1	Lysophosphatidic acid acyltransferase LPAAT and related acyltransferases
XP_015770470.1	Gamma tubulin
XP_015751299.1	Ca2+-modulated nonselective cation channel polycystin
XP_015751299.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015754388.1	Heterogeneous nuclear ribonucleoprotein L (contains RRM repeats)
XP_015771181.1	Voltage-gated K+ channel KCNB/KCNC
XP_015769960.1	Cysteine proteinase Cathepsin L
XP_015770985.1	Caspase, apoptotic cysteine protease
XP_015751280.1	Ca2+-modulated nonselective cation channel polycystin
XP_015751280.1	Uncharacterized conserved protein, contains DENN and RUN domains
XP_015767107.1	Putative zinc transporter
XP_015778096.1	Endocytic adaptor protein intersectin
XP_015773777.1	Glucosidase II catalytic (alpha) subunit and related enzymes, glycosyl hydrolase family 31
XP_015749502.1	G protein-coupled receptor
XP_015748140.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015748140.1	Matricellular protein Osteonectin/SPARC/BM-40
XP_015749694.1	Tyrosine kinase, EPH (ephrin) receptor family
XP_015764311.1	Hydroxysteroid 17-beta dehydrogenase 11
XP_015771043.1	Molecular chaperone (HSP90 family)
XP_015770300.1	Protein phosphatase 1, regulatory subunit, and related proteins
XP_015752720.1	Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains
XP_015758309.1	Sodium/hydrogen exchanger protein
XP_015754030.1	Transcription factor BLIMP-1/PRDI-BF1, contains C2H2-type Zn-finger and SET domains
XP_015779222.1	Transcription factor HAND2/Transcription factor TAL1/TAL2/LYL1
XP_015759644.1	Nuclear transport receptor RANBP7/RANBP8 (importin beta superfamily)
XP_015752081.1	Neural cell adhesion molecule L1
XP_015757952.1	Spondins, extracellular matrix proteins
XP_015767071.1	Neural cell adhesion molecule L1
XP_015750630.1	Discoidin domain receptor DDR1
XP_015750630.1	Nidogen and related basement membrane protein proteins
XP_015769118.1	Transcription factor BLIMP-1/PRDI-BF1, contains C2H2-type Zn-finger and SET domains
XP_015757854.1	Inositol-1,4,5-triphosphate 5-phosphatase (synaptojanin), INP51/INP52/INP53 family
XP_015763591.1	Endoplasmic reticulum glucose-regulated protein (GRP94/endoplasmin), HSP90 family
XP_015754738.1	K+-dependent Ca2+/Na+ exchanger NCKX1 and related proteins
XP_015754738.1	K+-dependent Na+:Ca2+ antiporter
XP_015763981.1	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily
XP_015766693.1	TNF receptor-associated factor
XP_015762754.1	Wnt family of developmental regulators
XP_015754443.1	Kinesin light chain
XP_015766077.1	Extracellular matrix glycoprotein Laminin subunit beta
XP_015766384.1	G protein-coupled receptor
XP_015779504.1	Transferrin receptor and related proteins containing the protease-associated (PA) domain
XP_015764120.1	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily
XP_015765483.1	Splicing factor 3b, subunit 4
XP_015765483.1	RhoA GTPase effector DIA/Diaphanous
XP_015775273.1	Lectin VIP36, involved in the transport of glycoproteins carrying high mannose-type glycans
XP_015777296.1	Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains
XP_015764486.1	Glutamate-cysteine ligase regulatory subunit
XP_015765619.1	Beta-spectrin
XP_015765619.1	Uncharacterized conserved protein, contains DENN and RUN domains
XP_015758953.1	Predicted G-alpha GTPase interaction protein, contains GoLoco domain
XP_015749806.1	Collagens (type XV)
XP_015748757.1	Predicted transposase
XP_015769099.1	Hsp27-ERE-TATA-binding protein/Scaffold attachment factor (SAF-B)
XP_015769099.1	Serine palmitoyltransferase
XP_015780273.1	Tandem pore domain K+ channel TASK3/THIK-1
XP_015751081.1	Aldehyde dehydrogenase
XP_015780692.1	Predicted transposase
XP_015773408.1	Vesicle coat complex COPII, subunit SFB3
XP_015775247.1	Deoxyribodipyrimidine photolyase/cryptochrome
XP_015769442.1	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs
XP_015773370.1	Mab-21-like cell fate specification proteins
XP_015748868.1	Histone H4
XP_015748614.1	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs
XP_015748614.1	Myosin class II heavy chain
XP_015752755.1	Muscarinic acetylcholine receptor
XP_015765239.1	Endocytic adaptor protein intersectin
XP_015764115.1	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily
XP_015773866.1	Angiotensin I-converting enzymes - M2 family peptidases
XP_015764022.1	DNA-binding centromere protein B (CENP-B)
XP_015769155.1	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain
XP_015757760.1	Neurexin III-alpha
XP_015772601.1	Ankyrin
XP_015772601.1	Myotrophin and similar proteins
XP_015772040.1	Membrane glycoprotein LIG-1
XP_015753826.1	Predicted histone tail methylase containing SET domain
XP_015763017.1	E3 ubiquitin protein ligase
XP_015763796.1	Transcriptional repressors of the hairy/E(spl) family (contains HLH)
XP_015752745.1	Phenylalanyl-tRNA synthetase beta subunit
XP_015767055.1	Tyrosine kinases
XP_015756391.1	Drebrins and related actin binding proteins
XP_015772250.1	Ca2+/Mg2+-permeable cation channels (LTRPC family)
XP_015765774.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015751306.1	Hydrolytic enzymes of the alpha/beta hydrolase fold
XP_015753610.1	Phospholipid scramblase
XP_015775618.1	Vesicular amine transporter
XP_015768468.1	Actin-related protein Arp2/3 complex, subunit ARPC1/p41-ARC
XP_015762691.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015753731.1	G protein-coupled receptor
XP_015748039.1	Triglyceride lipase-cholesterol esterase
XP_015748531.1	UDP-glucose/GDP-mannose dehydrogenase
XP_015777144.1	A/G-specific adenine DNA glycosylase
XP_015777100.1	bZIP transcription factor MafK
XP_015764975.1	RNA-binding protein Fusilli, contains RRM domain
XP_015756842.1	Mitochondrial ribosomal protein L17
XP_015780737.1	Extracellular matrix glycoprotein Laminin subunits alpha and gamma
XP_015761727.1	RNA pseudouridylate synthases
XP_015773330.1	G protein-coupled receptor
XP_015767585.1	Predicted 3'-5' exonuclease
XP_015757831.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015780949.1	Collagens (type XV)
XP_015757239.1	Protein tyrosine phosphatase PTPMEG, contains FERM domain
XP_015757239.1	Predicted E3 ubiquitin ligase
XP_015765949.1	Receptor-activated Ca2+-permeable cation channels (STRPC family)
XP_015775837.1	Predicted transposase
XP_015752442.1	Transcriptional activator FOSB/c-Fos and related bZIP transcription factors
XP_015750892.1	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies
XP_015773977.1	G protein-coupled receptor
XP_015769781.1	M13 family peptidase
XP_015765800.1	HMG-box transcription factor
XP_015773566.1	bZIP transcription factor MafK
XP_015776339.1	Cubilin, multiligand receptor mediating cobalamin absorption
XP_015776339.1	CAATT-binding transcription factor/60S ribosomal subunit biogenesis protein
XP_015749192.1	G protein-coupled receptor
XP_015779724.1	Ankyrin
XP_015748837.1	TNF receptor-associated factor
XP_015758849.1	Presenilin
XP_015763316.1	Chondroitin synthase 1
XP_015776411.1	p21-activated serine/threonine protein kinase
XP_015751954.1	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases
XP_015757005.1	Cullins
XP_015756071.1	NAD+ ADP-ribosyltransferase Parp, required for poly-ADP ribosylation of nuclear proteins
XP_015769824.1	Nuclear helicase MOP-3/SNO (DEAD-box superfamily)
XP_015777655.1	Fucosyltransferase
XP_015747474.1	Muscarinic acetylcholine receptor
XP_015760722.1	Aryl-hydrocarbon receptor
XP_015753170.1	Beta-spectrin
XP_015751267.1	COP9 signalosome, subunit CSN2
XP_015764779.1	Dual specificity phosphatase
XP_015757157.1	Alpha-amylase
XP_015761606.1	Mitogen-activated protein kinase kinase (MAP2K)
XP_015762721.1	Endocytic adaptor protein intersectin
XP_015747443.1	Mitochondrial endonuclease
XP_015770634.1	Serine/threonine protein kinase
XP_015759650.1	G protein-coupled receptor
XP_015771873.1	Muscarinic acetylcholine receptor
XP_015770813.1	DNA polymerase epsilon, subunit B
XP_015779288.1	Receptor mediating netrin-dependent axon guidance
XP_015758141.1	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases
XP_015762476.1	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs
XP_015754588.1	Trypsin
XP_015754588.1	Cubilin, multiligand receptor mediating cobalamin absorption
XP_015756823.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015753386.1	G protein-coupled receptor
XP_015764899.1	Predicted guanine nucleotide exchange factor
XP_015778940.1	G protein-coupled receptor
XP_015777183.1	G protein-coupled receptor
XP_015768495.1	E3 ubiquitin protein ligase
XP_015756965.1	Collagens (type XV)
XP_015779601.1	26S proteasome regulatory complex, subunit RPN11
XP_015752566.1	Muscarinic acetylcholine receptor
XP_015758181.1	Cadherin EGF LAG seven-pass G-type receptor
XP_015760584.1	Nidogen and related basement membrane protein proteins
XP_015766506.1	Discoidin domain receptor DDR1
XP_015772406.1	Receptor mediating netrin-dependent axon guidance
XP_015771223.1	G protein-coupled receptor
XP_015747668.1	Nidogen and related basement membrane protein proteins
XP_015747668.1	Dosage compensation complex, subunit MLE
XP_015766433.1	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily
XP_015753548.1	Iron/ascorbate family oxidoreductases
XP_015762826.1	GTPase Rab11/YPT3, small G protein superfamily
XP_015773006.1	Flavonol reductase/cinnamoyl-CoA reductase
XP_015752624.1	Nuclear helicase MOP-3/SNO (DEAD-box superfamily)
XP_015756414.1	tRNA-specific adenosine deaminase 1
XP_015770654.1	PAB-dependent poly(A) ribonuclease, subunit PAN2
XP_015780822.1	Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains
XP_015755678.1	Aminopeptidases of the M20 family
XP_015773296.1	Synaptic vesicle protein rabphilin-3A
XP_015770877.1	Muscarinic acetylcholine receptor
XP_015778176.1	Ca2+-dependent phospholipid-binding protein Synaptotagmin, required for synaptic vesicle and secretory granule exocytosis
XP_015760153.1	Choline transporter-like protein
XP_015762891.1	Transcriptional coactivator p100
XP_015762891.1	RNA-binding protein ELAV/HU (RRM superfamily)
XP_015752508.1	Neural cell adhesion molecule L1
XP_015771535.1	G protein-coupled receptor
XP_015761925.1	R-kappa-B and related transcription factors
XP_015777251.1	Discoidin domain receptor DDR1
XP_015754112.1	H+/oligopeptide symporter
XP_015768240.1	Phosphomannomutase
XP_015752638.1	Prolyl 4-hydroxylase alpha subunit
XP_015748125.1	Molecular chaperones HSP70/HSC70, HSP70 superfamily
XP_015765026.1	Myosin class II heavy chain
XP_015764326.1	Endosomal membrane proteins, EMP70
XP_015775128.1	Polymerase delta-interacting protein PDIP1 and related proteins, contain BTB/POZ domain
XP_015759042.1	Nerve growth factor receptor TRKA and related tyrosine kinases
XP_015769163.1	Alkyl hydroperoxide reductase, thiol specific antioxidant and related enzymes
XP_015777245.1	Discoidin domain receptor DDR1
XP_015763575.1	Casein kinase (serine/threonine/tyrosine protein kinase)
XP_015773779.1	Kinetochore component
XP_015756885.1	Fibroblast growth factor
XP_015747938.1	G protein-coupled receptor
XP_015771672.1	UDP-N-acetylglucosamine pyrophosphorylase
XP_015752737.1	Dyneins, heavy chain
XP_015749716.1	Mitochondrial ribosomal protein MRP7 (L2)
XP_015772889.1	Mitochondrial/chloroplast ribosomal protein L17
XP_015771132.1	G protein-coupled receptor
XP_015771561.1	Hismacro and SEC14 domain-containing proteins
XP_015771561.1	Predicted E3 ubiquitin ligase
XP_015773732.1	Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily
XP_015765065.1	G protein-coupled receptor
XP_015765520.1	Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains
XP_015754914.1	Ca2+/calmodulin-dependent protein kinase kinase beta and related serine/threonine protein kinases
XP_015756163.1	Olfactomedin and related extracellular matrix glycoproteins
XP_015775711.1	Chromatin remodeling complex WSTF-ISWI, large subunit (contains heterochromatin localization, PHD and BROMO domains)
XP_015755185.1	Galactosyltransferases
XP_015758135.1	Neural cell adhesion molecule L1
XP_015761805.1	Beta-spectrin
XP_015768077.1	Receptor mediating netrin-dependent axon guidance
XP_015757395.1	Predicted phospholipase
XP_015749764.1	Mitochondrial endonuclease
XP_015776924.1	Predicted transposase
XP_015752317.1	Putative GTPase activating proteins (GAPs)
XP_015777460.1	Dihydropteridine reductase DHPR/QDPR
XP_015758955.1	Predicted G-alpha GTPase interaction protein, contains GoLoco domain
XP_015780207.1	Long-chain acyl-CoA synthetases (AMP-forming)
XP_015755479.1	CASK-interacting adaptor protein (caskin) and related proteins with ankyrin repeats and SAM domain
XP_015765790.1	Isovaleryl-CoA dehydrogenase
XP_015772827.1	L-type voltage-dependent Ca2+ channel, alpha2/delta subunit
XP_015774015.1	Flavin-containing amine oxidase
XP_015766472.1	Phosphorylcholine transferase/cholinephosphate cytidylyltransferase
XP_015776792.1	G protein-coupled receptor
XP_015758585.1	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes
XP_015761385.1	Polypeptide N-acetylgalactosaminyltransferase
XP_015779744.1	Chondroitin synthase 1
XP_015770765.1	Neural cell adhesion molecule L1
XP_015771419.1	Netrin transmembrane receptor unc-5
XP_015763106.1	Neural cell adhesion molecule L1
XP_015765713.1	Endosomal membrane proteins, EMP70
