XP_015761277.1	Multiple classes
XP_015772367.1	Translation, ribosomal structure and biogenesis
XP_015778249.1	Signal transduction mechanisms
XP_015768008.1	Signal transduction mechanisms
XP_015747335.1	Amino acid transport and metabolism
XP_015768152.1	Transcription
XP_015757174.1	Replication, recombination and repair
XP_015767543.1	Posttranslational modification, protein turnover, chaperones
XP_015768336.1	Signal transduction mechanisms
XP_015778442.1	Intracellular trafficking, secretion, and vesicular transport
XP_015752114.1	Signal transduction mechanisms
XP_015779918.1	Posttranslational modification, protein turnover, chaperones
XP_015752032.1	Multiple classes
XP_015752956.1	Intracellular trafficking, secretion, and vesicular transport
XP_015774207.1	Extracellular structures
XP_015777544.1	Signal transduction mechanisms
XP_015752581.1	Posttranslational modification, protein turnover, chaperones
XP_015762261.1	Inorganic ion transport and metabolism
XP_015759790.1	Cytoskeleton
XP_015759790.1	Extracellular structures
XP_015752041.1	Transcription
XP_015753317.1	Multiple classes
XP_015764951.1	Posttranslational modification, protein turnover, chaperones
XP_015760056.1	Transcription
XP_015770588.1	Signal transduction mechanisms
XP_015766695.1	Intracellular trafficking, secretion, and vesicular transport
XP_015779842.1	Replication, recombination and repair
XP_015769581.1	Multiple classes
XP_015762526.1	Coenzyme transport and metabolism
XP_015771911.1	Multiple classes
XP_015759834.1	Chromatin structure and dynamics
XP_015768942.1	Cell cycle control, cell division, chromosome partitioning
XP_015752948.1	Signal transduction mechanisms
XP_015767486.1	Amino acid transport and metabolism
XP_015755585.1	Cell cycle control, cell division, chromosome partitioning
XP_015780075.1	Signal transduction mechanisms
XP_015756802.1	Lipid transport and metabolism
XP_015772792.1	Transcription
XP_015761393.1	Signal transduction mechanisms
XP_015749590.1	Signal transduction mechanisms
XP_015762335.1	Amino acid transport and metabolism
XP_015774835.1	Signal transduction mechanisms
XP_015774835.1	Intracellular trafficking, secretion, and vesicular transport
XP_015769733.1	Posttranslational modification, protein turnover, chaperones
XP_015780112.1	Amino acid transport and metabolism
XP_015766850.1	Multiple classes
XP_015777531.1	Extracellular structures
XP_015760893.1	Signal transduction mechanisms
XP_015779998.1	Signal transduction mechanisms
XP_015754913.1	Replication, recombination and repair
XP_015764097.1	Multiple classes
XP_015771905.1	Posttranslational modification, protein turnover, chaperones
XP_015779160.1	Transcription
XP_015762148.1	Posttranslational modification, protein turnover, chaperones
XP_015770465.1	Posttranslational modification, protein turnover, chaperones
XP_015772844.1	Signal transduction mechanisms
XP_015758038.1	Signal transduction mechanisms
XP_015776070.1	Cell wall/membrane/envelope biogenesis
XP_015757054.1	Multiple classes
XP_015766706.1	Signal transduction mechanisms
XP_015757059.1	Signal transduction mechanisms
XP_015775319.1	Posttranslational modification, protein turnover, chaperones
XP_015765223.1	Multiple classes
XP_015772875.1	Multiple classes
XP_015763160.1	Multiple classes
XP_015770581.1	Replication, recombination and repair
XP_015749226.1	Transcription
XP_015780412.1	Posttranslational modification, protein turnover, chaperones
XP_015750598.1	Signal transduction mechanisms
XP_015753981.1	Posttranslational modification, protein turnover, chaperones
XP_015769225.1	Coenzyme transport and metabolism
XP_015767642.1	Multiple classes
XP_015749217.1	Signal transduction mechanisms
XP_015761409.1	Signal transduction mechanisms
XP_015752810.1	Signal transduction mechanisms
XP_015780778.1	Signal transduction mechanisms
XP_015761738.1	Signal transduction mechanisms
XP_015776782.1	Cell cycle control, cell division, chromosome partitioning
XP_015754873.1	Transcription
XP_015770886.1	Multiple classes
XP_015775357.1	RNA processing and modification
XP_015759479.1	Signal transduction mechanisms
XP_015757378.1	Cell motility
XP_015768920.1	Signal transduction mechanisms
XP_015751420.1	RNA processing and modification
XP_015757837.1	Signal transduction mechanisms
XP_015763318.1	Signal transduction mechanisms
XP_015763436.1	Multiple classes
XP_015778866.1	Multiple classes
XP_015750816.1	Signal transduction mechanisms
XP_015762586.1	Multiple classes
XP_015759749.1	Signal transduction mechanisms
XP_015767442.1	Signal transduction mechanisms
XP_015779939.1	Multiple classes
XP_015758300.1	Signal transduction mechanisms
XP_015748088.1	Posttranslational modification, protein turnover, chaperones
XP_015758776.1	Transcription
XP_015768333.1	Lipid transport and metabolism
XP_015762369.1	Inorganic ion transport and metabolism
XP_015774851.1	Cell wall/membrane/envelope biogenesis
XP_015774851.1	Signal transduction mechanisms
XP_015779442.1	Posttranslational modification, protein turnover, chaperones
XP_015774071.1	Transcription
XP_015770791.1	Carbohydrate transport and metabolism
XP_015759026.1	Multiple classes
XP_015772866.1	Multiple classes
XP_015750920.1	Signal transduction mechanisms
XP_015751986.1	Signal transduction mechanisms
XP_015754244.1	Signal transduction mechanisms
XP_015751622.1	Signal transduction mechanisms
XP_015774238.1	Cytoskeleton
XP_015774567.1	Translation, ribosomal structure and biogenesis
XP_015757006.1	Cell cycle control, cell division, chromosome partitioning
XP_015768021.1	Signal transduction mechanisms
XP_015780335.1	Extracellular structures
XP_015780335.1	Signal transduction mechanisms
XP_015779212.1	Cytoskeleton
XP_015768761.1	Signal transduction mechanisms
XP_015751123.1	Transcription
XP_015778849.1	Signal transduction mechanisms
XP_015753781.1	Transcription
XP_015780771.1	Signal transduction mechanisms
XP_015747447.1	Cytoskeleton
XP_015759621.1	Energy production and conversion
XP_015754977.1	Energy production and conversion
XP_015748205.1	Multiple classes
XP_015763415.1	Posttranslational modification, protein turnover, chaperones
XP_015769459.1	Cell cycle control, cell division, chromosome partitioning
XP_015771756.1	Carbohydrate transport and metabolism
XP_015770883.1	Cytoskeleton
XP_015770883.1	Extracellular structures
XP_015760851.1	Cytoskeleton
XP_015755647.1	Signal transduction mechanisms
XP_015752989.1	Intracellular trafficking, secretion, and vesicular transport
XP_015752791.1	Transcription
XP_015756340.1	Signal transduction mechanisms
XP_015773499.1	Replication, recombination and repair
XP_015768470.1	Cell cycle control, cell division, chromosome partitioning
XP_015777939.1	Lipid transport and metabolism
XP_015770470.1	Cytoskeleton
XP_015751299.1	Multiple classes
XP_015751299.1	Signal transduction mechanisms
XP_015754388.1	RNA processing and modification
XP_015771181.1	Inorganic ion transport and metabolism
XP_015769960.1	Posttranslational modification, protein turnover, chaperones
XP_015770985.1	Cell cycle control, cell division, chromosome partitioning
XP_015751280.1	Multiple classes
XP_015751280.1	Signal transduction mechanisms
XP_015767107.1	Inorganic ion transport and metabolism
XP_015778096.1	Multiple classes
XP_015773777.1	Multiple classes
XP_015749502.1	Signal transduction mechanisms
XP_015748140.1	Signal transduction mechanisms
XP_015748140.1	Extracellular structures
XP_015749694.1	Signal transduction mechanisms
XP_015764311.1	Secondary metabolites biosynthesis, transport and catabolism
XP_015771043.1	Posttranslational modification, protein turnover, chaperones
XP_015770300.1	Signal transduction mechanisms
XP_015752720.1	Signal transduction mechanisms
XP_015758309.1	Inorganic ion transport and metabolism
XP_015754030.1	Transcription
XP_015779222.1	Transcription
XP_015759644.1	Multiple classes
XP_015752081.1	Signal transduction mechanisms
XP_015757952.1	Extracellular structures
XP_015767071.1	Signal transduction mechanisms
XP_015750630.1	Signal transduction mechanisms
XP_015750630.1	Multiple classes
XP_015769118.1	Transcription
XP_015757854.1	Intracellular trafficking, secretion, and vesicular transport
XP_015763591.1	Posttranslational modification, protein turnover, chaperones
XP_015754738.1	Multiple classes
XP_015754738.1	Inorganic ion transport and metabolism
XP_015763981.1	Multiple classes
XP_015766693.1	Signal transduction mechanisms
XP_015762754.1	Signal transduction mechanisms
XP_015754443.1	Cytoskeleton
XP_015766077.1	Extracellular structures
XP_015766384.1	Signal transduction mechanisms
XP_015779504.1	Multiple classes
XP_015764120.1	Multiple classes
XP_015765483.1	RNA processing and modification
XP_015765483.1	Multiple classes
XP_015775273.1	Intracellular trafficking, secretion, and vesicular transport
XP_015777296.1	Signal transduction mechanisms
XP_015764486.1	Amino acid transport and metabolism
XP_015765619.1	Cytoskeleton
XP_015765619.1	Signal transduction mechanisms
XP_015758953.1	Signal transduction mechanisms
XP_015749806.1	Extracellular structures
XP_015748757.1	Replication, recombination and repair
XP_015769099.1	Transcription
XP_015769099.1	Posttranslational modification, protein turnover, chaperones
XP_015780273.1	Inorganic ion transport and metabolism
XP_015751081.1	Energy production and conversion
XP_015780692.1	Replication, recombination and repair
XP_015773408.1	Intracellular trafficking, secretion, and vesicular transport
XP_015775247.1	Multiple classes
XP_015769442.1	Signal transduction mechanisms
XP_015773370.1	Signal transduction mechanisms
XP_015748868.1	Chromatin structure and dynamics
XP_015748614.1	Signal transduction mechanisms
XP_015748614.1	Cytoskeleton
XP_015752755.1	Signal transduction mechanisms
XP_015765239.1	Multiple classes
XP_015764115.1	Multiple classes
XP_015773866.1	Amino acid transport and metabolism
XP_015764022.1	Multiple classes
XP_015769155.1	Multiple classes
XP_015757760.1	Signal transduction mechanisms
XP_015772601.1	Cell wall/membrane/envelope biogenesis
XP_015772601.1	Transcription
XP_015772040.1	Signal transduction mechanisms
XP_015753826.1	Chromatin structure and dynamics
XP_015763017.1	Posttranslational modification, protein turnover, chaperones
XP_015763796.1	Transcription
XP_015752745.1	Translation, ribosomal structure and biogenesis
XP_015767055.1	Signal transduction mechanisms
XP_015756391.1	Cytoskeleton
XP_015772250.1	Multiple classes
XP_015765774.1	Signal transduction mechanisms
XP_015751306.1	Multiple classes
XP_015753610.1	Cell wall/membrane/envelope biogenesis
XP_015775618.1	Intracellular trafficking, secretion, and vesicular transport
XP_015768468.1	Cytoskeleton
XP_015762691.1	Signal transduction mechanisms
XP_015753731.1	Signal transduction mechanisms
XP_015748039.1	Lipid transport and metabolism
XP_015748531.1	Multiple classes
XP_015777144.1	Replication, recombination and repair
XP_015777100.1	Transcription
XP_015764975.1	Multiple classes
XP_015756842.1	Translation, ribosomal structure and biogenesis
XP_015780737.1	Extracellular structures
XP_015761727.1	RNA processing and modification
XP_015773330.1	Signal transduction mechanisms
XP_015767585.1	Replication, recombination and repair
XP_015757831.1	Multiple classes
XP_015780949.1	Extracellular structures
XP_015757239.1	Signal transduction mechanisms
XP_015757239.1	Posttranslational modification, protein turnover, chaperones
XP_015765949.1	Multiple classes
XP_015775837.1	Replication, recombination and repair
XP_015752442.1	Transcription
XP_015750892.1	Multiple classes
XP_015773977.1	Signal transduction mechanisms
XP_015769781.1	Amino acid transport and metabolism
XP_015765800.1	Transcription
XP_015773566.1	Transcription
XP_015776339.1	Coenzyme transport and metabolism
XP_015776339.1	Multiple classes
XP_015749192.1	Signal transduction mechanisms
XP_015779724.1	Cell wall/membrane/envelope biogenesis
XP_015748837.1	Signal transduction mechanisms
XP_015758849.1	Signal transduction mechanisms
XP_015763316.1	Carbohydrate transport and metabolism
XP_015776411.1	Signal transduction mechanisms
XP_015751954.1	Signal transduction mechanisms
XP_015757005.1	Cell cycle control, cell division, chromosome partitioning
XP_015756071.1	Multiple classes
XP_015769824.1	Multiple classes
XP_015777655.1	Multiple classes
XP_015747474.1	Signal transduction mechanisms
XP_015760722.1	Transcription
XP_015753170.1	Cytoskeleton
XP_015751267.1	Multiple classes
XP_015764779.1	Defense mechanisms
XP_015757157.1	Carbohydrate transport and metabolism
XP_015761606.1	Signal transduction mechanisms
XP_015762721.1	Multiple classes
XP_015747443.1	Nucleotide transport and metabolism
XP_015770634.1	Signal transduction mechanisms
XP_015759650.1	Signal transduction mechanisms
XP_015771873.1	Signal transduction mechanisms
XP_015770813.1	Replication, recombination and repair
XP_015779288.1	Signal transduction mechanisms
XP_015758141.1	Signal transduction mechanisms
XP_015762476.1	Signal transduction mechanisms
XP_015754588.1	Amino acid transport and metabolism
XP_015754588.1	Coenzyme transport and metabolism
XP_015756823.1	Multiple classes
XP_015753386.1	Signal transduction mechanisms
XP_015764899.1	Signal transduction mechanisms
XP_015778940.1	Signal transduction mechanisms
XP_015777183.1	Signal transduction mechanisms
XP_015768495.1	Posttranslational modification, protein turnover, chaperones
XP_015756965.1	Extracellular structures
XP_015779601.1	Posttranslational modification, protein turnover, chaperones
XP_015752566.1	Signal transduction mechanisms
XP_015758181.1	Signal transduction mechanisms
XP_015760584.1	Multiple classes
XP_015766506.1	Signal transduction mechanisms
XP_015772406.1	Signal transduction mechanisms
XP_015771223.1	Signal transduction mechanisms
XP_015747668.1	Multiple classes
XP_015747668.1	Transcription
XP_015766433.1	Multiple classes
XP_015753548.1	Multiple classes
XP_015762826.1	Intracellular trafficking, secretion, and vesicular transport
XP_015773006.1	Defense mechanisms
XP_015752624.1	Multiple classes
XP_015756414.1	RNA processing and modification
XP_015770654.1	Replication, recombination and repair
XP_015780822.1	Signal transduction mechanisms
XP_015755678.1	Multiple classes
XP_015773296.1	Intracellular trafficking, secretion, and vesicular transport
XP_015770877.1	Signal transduction mechanisms
XP_015778176.1	Multiple classes
XP_015760153.1	Lipid transport and metabolism
XP_015762891.1	Transcription
XP_015762891.1	RNA processing and modification
XP_015752508.1	Signal transduction mechanisms
XP_015771535.1	Signal transduction mechanisms
XP_015761925.1	Transcription
XP_015777251.1	Signal transduction mechanisms
XP_015754112.1	Amino acid transport and metabolism
XP_015768240.1	Lipid transport and metabolism
XP_015752638.1	Amino acid transport and metabolism
XP_015748125.1	Posttranslational modification, protein turnover, chaperones
XP_015765026.1	Cytoskeleton
XP_015764326.1	Intracellular trafficking, secretion, and vesicular transport
XP_015775128.1	Inorganic ion transport and metabolism
XP_015759042.1	Multiple classes
XP_015769163.1	Posttranslational modification, protein turnover, chaperones
XP_015777245.1	Signal transduction mechanisms
XP_015763575.1	Signal transduction mechanisms
XP_015773779.1	Cell cycle control, cell division, chromosome partitioning
XP_015756885.1	Signal transduction mechanisms
XP_015747938.1	Signal transduction mechanisms
XP_015771672.1	Cell wall/membrane/envelope biogenesis
XP_015752737.1	Cytoskeleton
XP_015749716.1	Translation, ribosomal structure and biogenesis
XP_015772889.1	Translation, ribosomal structure and biogenesis
XP_015771132.1	Signal transduction mechanisms
XP_015771561.1	Multiple classes
XP_015771561.1	Posttranslational modification, protein turnover, chaperones
XP_015773732.1	Signal transduction mechanisms
XP_015765065.1	Signal transduction mechanisms
XP_015765520.1	Signal transduction mechanisms
XP_015754914.1	Signal transduction mechanisms
XP_015756163.1	Extracellular structures
XP_015775711.1	Chromatin structure and dynamics
XP_015755185.1	Carbohydrate transport and metabolism
XP_015758135.1	Signal transduction mechanisms
XP_015761805.1	Cytoskeleton
XP_015768077.1	Signal transduction mechanisms
XP_015757395.1	Lipid transport and metabolism
XP_015749764.1	Nucleotide transport and metabolism
XP_015776924.1	Replication, recombination and repair
XP_015752317.1	Signal transduction mechanisms
XP_015777460.1	Amino acid transport and metabolism
XP_015758955.1	Signal transduction mechanisms
XP_015780207.1	Lipid transport and metabolism
XP_015755479.1	Signal transduction mechanisms
XP_015765790.1	Multiple classes
XP_015772827.1	Multiple classes
XP_015774015.1	Coenzyme transport and metabolism
XP_015766472.1	Lipid transport and metabolism
XP_015776792.1	Signal transduction mechanisms
XP_015758585.1	Multiple classes
XP_015761385.1	Posttranslational modification, protein turnover, chaperones
XP_015779744.1	Carbohydrate transport and metabolism
XP_015770765.1	Signal transduction mechanisms
XP_015771419.1	Signal transduction mechanisms
XP_015763106.1	Signal transduction mechanisms
XP_015765713.1	Intracellular trafficking, secretion, and vesicular transport
XP_015775961.1	Cytoskeleton
XP_015775961.1	Multiple classes
XP_015769584.1	Multiple classes
XP_015779083.1	Posttranslational modification, protein turnover, chaperones
XP_015749599.1	Transcription
XP_015775065.1	Multiple classes
XP_015774430.1	Transcription
XP_015774083.1	Signal transduction mechanisms
XP_015752019.1	Multiple classes
XP_015755880.1	Posttranslational modification, protein turnover, chaperones
XP_015778056.1	Signal transduction mechanisms
XP_015766628.1	Extracellular structures
XP_015770405.1	Replication, recombination and repair
XP_015769723.1	Multiple classes
XP_015776911.1	Signal transduction mechanisms
XP_015762670.1	Replication, recombination and repair
XP_015780655.1	Signal transduction mechanisms
XP_015767542.1	Posttranslational modification, protein turnover, chaperones
XP_015773724.1	Amino acid transport and metabolism
XP_015759736.1	Amino acid transport and metabolism
XP_015751276.1	Multiple classes
XP_015751276.1	Signal transduction mechanisms
XP_015764926.1	Cytoskeleton
XP_015763232.1	Secondary metabolites biosynthesis, transport and catabolism
XP_015753168.1	Posttranslational modification, protein turnover, chaperones
XP_015778422.1	Intracellular trafficking, secretion, and vesicular transport
XP_015747372.1	Signal transduction mechanisms
XP_015758364.1	Signal transduction mechanisms
XP_015758364.1	Posttranslational modification, protein turnover, chaperones
XP_015780229.1	Signal transduction mechanisms
XP_015772459.1	RNA processing and modification
XP_015758336.1	Posttranslational modification, protein turnover, chaperones
XP_015776290.1	Amino acid transport and metabolism
XP_015771877.1	Intracellular trafficking, secretion, and vesicular transport
XP_015763326.1	Signal transduction mechanisms
XP_015761839.1	Multiple classes
XP_015767995.1	Multiple classes
XP_015760863.1	Signal transduction mechanisms
XP_015776571.1	Signal transduction mechanisms
XP_015752184.1	Translation, ribosomal structure and biogenesis
XP_015768814.1	Cytoskeleton
XP_015751849.1	Intracellular trafficking, secretion, and vesicular transport
XP_015766412.1	Cell cycle control, cell division, chromosome partitioning
XP_015749429.1	Multiple classes
XP_015758014.1	Cytoskeleton
XP_015760267.1	Signal transduction mechanisms
XP_015755150.1	Translation, ribosomal structure and biogenesis
XP_015747832.1	Replication, recombination and repair
XP_015750925.1	Cell wall/membrane/envelope biogenesis
XP_015780371.1	Signal transduction mechanisms
XP_015758736.1	Cytoskeleton
XP_015754389.1	RNA processing and modification
XP_015754879.1	Carbohydrate transport and metabolism
XP_015766096.1	Multiple classes
XP_015770948.1	Signal transduction mechanisms
XP_015776500.1	Signal transduction mechanisms
XP_015772033.1	Replication, recombination and repair
XP_015757940.1	Multiple classes
XP_015757366.1	Multiple classes
XP_015755198.1	Lipid transport and metabolism
XP_015765813.1	Posttranslational modification, protein turnover, chaperones
XP_015747551.1	Lipid transport and metabolism
XP_015754370.1	Cell wall/membrane/envelope biogenesis
XP_015754370.1	Multiple classes
XP_015754561.1	Posttranslational modification, protein turnover, chaperones
XP_015778870.1	Cell wall/membrane/envelope biogenesis
XP_015748512.1	Multiple classes
XP_015775512.1	Signal transduction mechanisms
XP_015758305.1	Cytoskeleton
XP_015772231.1	Secondary metabolites biosynthesis, transport and catabolism
XP_015753214.1	Cytoskeleton
XP_015776013.1	Multiple classes
XP_015754063.1	Signal transduction mechanisms
XP_015774300.1	Transcription
XP_015775127.1	Intracellular trafficking, secretion, and vesicular transport
XP_015778338.1	Multiple classes
XP_015778338.1	Transcription
XP_015778169.1	Cytoskeleton
XP_015750431.1	Posttranslational modification, protein turnover, chaperones
XP_015756647.1	Cell cycle control, cell division, chromosome partitioning
XP_015768408.1	Cytoskeleton
XP_015768408.1	Extracellular structures
XP_015750743.1	Extracellular structures
XP_015758599.1	Cytoskeleton
XP_015758565.1	Signal transduction mechanisms
XP_015761581.1	Transcription
XP_015777480.1	Signal transduction mechanisms
XP_015772136.1	Signal transduction mechanisms
XP_015748686.1	Secondary metabolites biosynthesis, transport and catabolism
XP_015748686.1	Coenzyme transport and metabolism
XP_015755050.1	Signal transduction mechanisms
XP_015755050.1	Cytoskeleton
XP_015751558.1	Signal transduction mechanisms
XP_015774094.1	Posttranslational modification, protein turnover, chaperones
XP_015747448.1	Signal transduction mechanisms
XP_015772941.1	Signal transduction mechanisms
XP_015764064.1	Multiple classes
XP_015753502.1	Signal transduction mechanisms
XP_015768858.1	Intracellular trafficking, secretion, and vesicular transport
XP_015768960.1	Signal transduction mechanisms
XP_015750335.1	Cell wall/membrane/envelope biogenesis
XP_015777610.1	Signal transduction mechanisms
XP_015767952.1	Extracellular structures
XP_015747802.1	Signal transduction mechanisms
XP_015776886.1	Multiple classes
XP_015761432.1	RNA processing and modification
XP_015766160.1	Cytoskeleton
XP_015748980.1	Multiple classes
XP_015749535.1	Signal transduction mechanisms
XP_015769289.1	Amino acid transport and metabolism
XP_015748724.1	Signal transduction mechanisms
XP_015758510.1	Extracellular structures
XP_015758814.1	Translation, ribosomal structure and biogenesis
XP_015775770.1	Multiple classes
XP_015748767.1	Transcription
XP_015751243.1	Translation, ribosomal structure and biogenesis
XP_015776038.1	Cell cycle control, cell division, chromosome partitioning
XP_015755889.1	Posttranslational modification, protein turnover, chaperones
XP_015779157.1	Transcription
XP_015763680.1	Signal transduction mechanisms
XP_015756487.1	Signal transduction mechanisms
XP_015756487.1	Extracellular structures
XP_015776506.1	Signal transduction mechanisms
XP_015757857.1	Signal transduction mechanisms
XP_015779537.1	Signal transduction mechanisms
XP_015777366.1	Cell wall/membrane/envelope biogenesis
XP_015761025.1	Posttranslational modification, protein turnover, chaperones
XP_015764047.1	Replication, recombination and repair
XP_015767864.1	Signal transduction mechanisms
XP_015778400.1	Signal transduction mechanisms
XP_015778663.1	Signal transduction mechanisms
XP_015756926.1	Signal transduction mechanisms
XP_015770830.1	Signal transduction mechanisms
XP_015764748.1	Posttranslational modification, protein turnover, chaperones
XP_015778864.1	Intracellular trafficking, secretion, and vesicular transport
XP_015760218.1	Cytoskeleton
XP_015756016.1	Multiple classes
XP_015750990.1	Signal transduction mechanisms
XP_015754357.1	RNA processing and modification
XP_015768698.1	Multiple classes
XP_015773575.1	Posttranslational modification, protein turnover, chaperones
XP_015748448.1	Signal transduction mechanisms
XP_015748538.1	Replication, recombination and repair
XP_015767594.1	Signal transduction mechanisms
XP_015747256.1	Signal transduction mechanisms
XP_015761562.1	Signal transduction mechanisms
XP_015751036.1	Signal transduction mechanisms
XP_015758132.1	Chromatin structure and dynamics
XP_015760202.1	Multiple classes
XP_015779268.1	Transcription
XP_015779268.1	Signal transduction mechanisms
XP_015763325.1	Signal transduction mechanisms
XP_015770988.1	Multiple classes
XP_015775264.1	Cytoskeleton
XP_015747368.1	Posttranslational modification, protein turnover, chaperones
XP_015751537.1	Replication, recombination and repair
XP_015756648.1	Cell cycle control, cell division, chromosome partitioning
XP_015761310.1	Transcription
XP_015757608.1	Signal transduction mechanisms
XP_015768888.1	Cell motility
XP_015768160.1	Transcription
XP_015776802.1	Carbohydrate transport and metabolism
XP_015775845.1	Signal transduction mechanisms
XP_015756585.1	Cytoskeleton
XP_015772480.1	Lipid transport and metabolism
XP_015757784.1	Multiple classes
XP_015773205.1	Posttranslational modification, protein turnover, chaperones
XP_015779736.1	Signal transduction mechanisms
XP_015751935.1	Transcription
XP_015755653.1	Cell wall/membrane/envelope biogenesis
XP_015760364.1	Multiple classes
XP_015779801.1	Replication, recombination and repair
XP_015773195.1	Replication, recombination and repair
XP_015779885.1	Signal transduction mechanisms
XP_015753639.1	Signal transduction mechanisms
XP_015754981.1	Cell wall/membrane/envelope biogenesis
XP_015754835.1	Signal transduction mechanisms
XP_015779266.1	Signal transduction mechanisms
XP_015762786.1	Translation, ribosomal structure and biogenesis
XP_015768751.1	Signal transduction mechanisms
XP_015780574.1	Replication, recombination and repair
XP_015764077.1	Multiple classes
XP_015763383.1	Transcription
XP_015773770.1	Multiple classes
XP_015778160.1	Multiple classes
XP_015749005.1	Replication, recombination and repair
XP_015754334.1	Extracellular structures
XP_015780390.1	Signal transduction mechanisms
XP_015780390.1	Multiple classes
XP_015769413.1	Multiple classes
XP_015756130.1	Signal transduction mechanisms
XP_015750841.1	Transcription
XP_015748163.1	Nucleotide transport and metabolism
XP_015748876.1	Signal transduction mechanisms
